author_id,name,biography,birth_date,death_date
1780,Hugh Howey,"Hugh Howey, Amerikalı yazardır. 1975 doğumlu olan Howey, özellikle bilim kurgu ve distopik romanlarıyla tanınır. En bilinen eseri ""Wool""dur, bu eser aynı zamanda büyük bir popülerlik kazanarak bir seri hâline gelmiştir.",1975-06-23,
1781,Clifford D. Simak,"Clifford D. Simak, Amerikalı yazardır. 1904 doğumlu olan Simak, bilim kurgu türünde yazan bir yazardır. Eserlerinde, insanlık, teknoloji ve doğa ilişkisini derinlemesine irdeler. En bilinen eseri ""City""dir.",1904-08-03,1988-04-25
1782,Mary Kubica,"Mary Kubica, Amerikalı yazardır. 1977 doğumlu olan Kubica, gerilim ve psikolojik romanlarıyla tanınır. En bilinen eseri ""The Good Girl""dır, bu kitap büyük bir başarı yakalamış ve çok sayıda dile çevrilmiştir.",1977-02-26,
1783,Doris Lessing,"Doris Lessing, Britanyalı yazardır. 1919 doğumlu olan Lessing, özellikle sosyal ve politik temalarla tanınır. 2007’de Nobel Edebiyat Ödülü’nü kazanmıştır. Eserlerinde savaş, kadın hakları ve insan hakları gibi önemli temalar bulunur. En bilinen eseri ""The Golden Notebook""tur.",1919-10-22,2013-11-17
1784,Mehmed Celal,"Mehmed Celal, Osmanlı dönemi Türk yazarıdır. 1872 doğumlu olan Celal, özellikle romanları ve hikayeleriyle tanınır. Eserlerinde, toplumsal yapılar, bireysel mücadeleler ve halkın yaşamı üzerine derinlemesine incelemeler bulunur.",1872-12-10,1932-05-20
1785,Öznur Çakan,"Öznur Çakan, Türk yazardır. 1990 doğumlu olan Çakan, özellikle genç yetişkin romanlarıyla tanınır. Eserlerinde genellikle gençlik sorunları, kimlik arayışı ve ailevi ilişkiler üzerine durur.",1990-09-17,
1786,Keyvan Fathi Rezaei,"Keyvan Fathi Rezaei, İranlı yazardır. 1980 doğumlu olan Rezaei, edebi kariyerine özellikle İran toplumunun tarihini ve kültürünü derinlemesine anlatan eserlerle başlamıştır. Eserlerinde kültürel çatışmalar ve toplumsal eleştiriler yer alır.",1980-06-04,
1787,İlknur Tolunay,"İlknur Tolunay, Türk yazardır. 1970 doğumlu olan Tolunay, özellikle modern Türk romanını eleştirel bir bakış açısıyla inceleyen yazılarıyla tanınır. Eserlerinde toplumsal yapıları ve bireysel özgürlükleri irdeler.",1970-03-25,
1788,Julia Quinn,"Julia Quinn, Amerikalı yazardır. 1970 doğumlu olan Quinn, özellikle tarihî romanlar ve romantik kurgu eserleriyle tanınır. ""Bridgerton"" serisi, hem kitap hem de dizi olarak büyük bir popülerlik kazanmıştır.",1970-01-01,
1789,Lissa Price,"Lissa Price, Amerikalı yazardır. 1960 doğumlu olan Price, özellikle bilim kurgu ve distopik romanlarıyla tanınır. En bilinen eseri ""Starters"" serisidir. Eserlerinde genellikle insanlık, teknoloji ve sosyal yapılar üzerine derinlemesine temaslar vardır.",1960-03-10,
1790,Şahika Çakırca,"Şahika Çakırca, Türk yazardır. 1985 doğumlu olan Çakırca, özellikle gençlik ve aşk temalı romanlarıyla tanınır. Eserlerinde modern ilişkiler, içsel yolculuklar ve toplumsal sorunlar üzerine yazmaktadır.",1985-08-12,
1791,Fatma Nur Kaptanoğlu,"Fatma Nur Kaptanoğlu, Türk yazardır. 1992 doğumlu olan Kaptanoğlu, yazarlığa genç yaşta başlamıştır ve eserlerinde genellikle insan hakları, toplumsal eşitlik ve aile içi ilişkiler üzerine odaklanır.",1992-04-22,
1792,Hasan İşci,"Hasan İşci, Türk yazardır. 1974 doğumlu olan İşci, edebiyat kariyerine özellikle hikaye ve romanlarla başlamıştır. Eserlerinde toplumsal yapıları ve bireysel psikolojiyi derinlemesine işler.",1974-11-14,
1793,Canan Parlar,"Canan Parlar, Türk yazardır. 1980 doğumlu olan Parlar, yazdığı gençlik romanları ve sosyal hikayelerle tanınır. Eserlerinde toplumsal eşitsizlikler, aşk ve dostluk temalarını işler.",1980-02-18,
1794,Richard K. Morgan,"Richard K. Morgan, Britanyalı yazardır. 1965 doğumlu olan Morgan, özellikle bilim kurgu ve kara kurgu türlerindeki romanlarıyla tanınır. En bilinen eseri ""Altered Carbon""dur, bu eser aynı adı taşıyan bir diziye de uyarlandı.",1965-03-24,
1795,Peter May,"Peter May, İskoç yazardır. 1951 doğumlu olan May, özellikle gerilim ve suç romanlarıyla tanınır. En bilinen eseri ""Lewis Trilogy""dir.",1951-06-20,
1796,Andrzej Sapkowski,"Andrzej Sapkowski, Polonyalı yazardır. 1948 doğumlu olan Sapkowski, fantastik edebiyatın önde gelen isimlerinden biridir. En bilinen eseri ""The Witcher"" serisidir, bu seri hem kitap hem de video oyunu olarak büyük bir popülerlik kazanmıştır.",1948-06-21,
1797,Richard Yates,"Richard Yates, Amerikalı yazardır. 1926 doğumlu olan Yates, özellikle modern Amerikan edebiyatının önemli yazarlarından biridir. Eserlerinde, aile içi ilişkiler, yalnızlık ve hayal kırıklıkları temalarını işler. En bilinen eseri ""Revolutionary Road""dur.",1926-02-08,1992-11-07
1798,Cafer Koçak,"Cafer Koçak, Türk yazardır. 1980 doğumlu olan Koçak, genellikle tarihî romanlar ve toplumsal eleştiriler üzerine eserler verir. En bilinen eseri ""Bir Zamanlar Anadolu""dur.",1980-11-25,
1799,Meltem Arıkan,"Meltem Arıkan, Türk yazardır. 1972 doğumlu olan Arıkan, özellikle kadın hakları ve toplumsal eşitlik üzerine yazdığı romanlarla tanınır. Eserlerinde kadınların toplumdaki yerini ve bireysel özgürlüklerini ele alır.",1972-05-03,
1800,William H. Gass,"William H. Gass, Amerikalı yazardır. Eserlerinde özellikle dilin oyunları ve varoluşsal temalar öne çıkar.",1924-07-30,2017-12-06
1801,Nisha Sharma,"Nisha Sharma, Amerikalı yazardır. 1988 doğumlu olan Sharma, özellikle genç yetişkin ve romantik romanlarıyla tanınır. Eserlerinde kültürel kimlik, aile bağları ve aşkı işler.",1988-02-12,
1802,Bill Clinton,"Bill Clinton, Amerikalı siyasetçi ve yazardır. 1946 doğumlu olan Clinton, 42. Amerika Birleşik Devletleri Başkanıdır. Politik kariyerinin yanı sıra, anı kitapları ve sosyal meseleler üzerine yazılar yazmıştır.",1946-08-19,
1803,Kiran Millwood Hargrave,"Kiran Millwood Hargrave, İngiliz yazardır. 1990 doğumlu olan Hargrave, özellikle genç yetişkin edebiyatı ve fantastik romanlar üzerine eserler verir. Eserlerinde doğa, kayıp ve insan ilişkilerini işler. En bilinen eseri ""The Mercies""dir.",1990-03-17,
1804,N.G Kabal,"N.G Kabal, Amerikalı yazardır. 1985 doğumlu olan Kabal, fantastik ve bilim kurgu türlerinde yazdığı eserlerle tanınır. Eserlerinde karmaşık karakterler ve derinlemesine dünyalar yaratır.",1985-05-12,
1805,İmran Gür,"İmran Gür, Türk yazardır. 1983 doğumlu olan Gür, edebiyat kariyerine genellikle toplumsal eleştiriler ve modern yaşam üzerine yazılarla başlamıştır. Eserlerinde çoğunlukla insan hakları ve sosyal eşitsizlikler üzerine derinlemesine çalışmalar vardır.",1983-08-30,
1806,Christian Jungersen,"Christian Jungersen, Danimarkalı yazardır. 1962 doğumlu olan Jungersen, özellikle gerilim ve psikolojik romanlarıyla tanınır. En bilinen eseri ""The Exception""dur.",1962-04-05,
1807,Maud Mayeras,"Maud Mayeras, Fransız yazardır. 1974 doğumlu olan Mayeras, özellikle gerilim ve dram türlerinde yazan bir yazardır. Eserlerinde psikolojik çözümlemeler ve insan ruhunun derinlikleri üzerine çalışır.",1974-09-14,
1808,Richard Adams,"Richard Adams, İngiliz yazardır. 1920 doğumlu olan Adams, en çok ""Watership Down"" adlı romanıyla tanınır. Bu eser, hayvanlar arasındaki toplumsal yapıyı ve insan doğasına dair derin mesajlar içerir. Adams, hayvan karakterler aracılığıyla evrensel temalar işler.",1920-05-09,2016-12-24
1809,Susan Sontag,"Susan Sontag, Amerikalı yazar, eleştirmen ve aktivisttir. 1933 doğumlu olan Sontag, edebiyat, sinema, kültür ve toplumsal eleştiriler üzerine derinlemesine eserler kaleme almıştır. En bilinen eserleri arasında ""On Photography"" ve ""The Volcano Lover"" bulunmaktadır.",1933-01-16,2004-12-28
1810,Ashley Poston,"Ashley Poston, Amerikalı yazardır. Genellikle genç yetişkin ve bilim kurgu türlerinde eserler verir. En bilinen eseri ""Geekerella"" adlı genç yetişkin romanıdır. Eserlerinde pop kültür, aşk ve teknoloji üzerine temalar işler.",1990-04-16,
1811,Jaroslav Kalfar,"Jaroslav Kalfar, Çek yazardır. 1983 doğumlu olan Kalfar, edebiyat dünyasında genellikle fantastik ve tarihî unsurları birleştiren eserleriyle tanınır. En bilinen eseri ""Spaceman of Bohemia""dır.",1983-11-10,
1812,Walter Tevis,"Walter Tevis, Amerikalı yazardır. 1928 doğumlu olan Tevis, özellikle bilim kurgu, drama ve gerilim türlerinde eserler vermiştir. En bilinen eseri 'The Queen's Gambit'dir, bu eser aynı adı taşıyan bir diziye de uyarlandı.",1928-02-28,1984-08-08
1813,Aytekin Çınar,"Aytekin Çınar, Türk yazardır. 1978 doğumlu olan Çınar, toplumsal eleştiriler ve bireysel sorunlar üzerine yazdığı hikayeleriyle tanınır. Eserlerinde, bireylerin içsel çatışmalarını ve toplumun beklentilerine karşı verdikleri mücadeleyi işler.",1978-07-21,
1814,Bernhard Schlink,"Bernhard Schlink, Alman yazardır. 1944 doğumlu olan Schlink, en çok ""The Reader"" adlı romanıyla tanınır. Eserlerinde tarih, suç, hukuk ve insan hakları temalarını işler. ""The Reader"" aynı adı taşıyan bir filme de uyarlanmıştır.",1944-07-06,
1815,O. Henry,"O. Henry, Amerikalı kısa hikaye yazarıdır. 1862 doğumlu olan O. Henry, özellikle kısa hikayeleri ve şaşırtıcı sonlarıyla tanınır. En bilinen eserleri arasında ""The Gift of the Magi"" ve ""The Ransom of Red Chief"" bulunmaktadır.",1862-09-11,1910-06-05
1816,Bella Emir,"Bella Emir, Türk yazardır. 1985 doğumlu olan Emir, eserlerinde tarihî dramalar ve toplumsal eleştiriler üzerine yoğunlaşır. Genellikle insanlık ve özgürlük temalarını işler.",1985-01-25,
1817,Kürşat Başar,"Kürşat Başar, Türk yazardır. 1963 doğumlu olan Başar, özellikle romanları ve kısa hikayeleriyle tanınır. Eserlerinde insan ilişkileri, toplumsal yapılar ve bireysel duygular üzerine derinlemesine incelemeler yapar.",1963-07-15,
1818,Yurtalan Çağıl,"Yurtalan Çağıl, Türk yazardır. 1975 doğumlu olan Çağıl, edebiyat kariyerine genellikle toplumsal temalar ve bireysel hayat üzerine yazılarla başlamıştır. Eserlerinde, insan psikolojisi ve toplumun işleyişine dair eleştiriler sunar.",1975-09-20,
1819,Henry James,"Henry James, Amerikalı yazar ve edebiyat eleştirmenidir. 1843 doğumlu olan James, romanları ve kısa hikayeleriyle tanınır. En bilinen eserleri arasında ""The Portrait of a Lady"" ve ""The Turn of the Screw"" bulunmaktadır.",1843-04-15,1916-02-28
1820,Jose Mauro De Vasconcelos,"Jose Mauro De Vasconcelos, Brezilyalı yazardır. 1920 doğumlu olan Vasconcelos, eserlerinde Brezilya'nın sosyal yapıları, kölelik ve insan hakları konularına değinir. En bilinen eseri ""My Sweet Orange Tree""dir.",1920-02-26,1984-07-24
1821,Mehmet Zülfü Yarçel,"Mehmet Zülfü Yarçel, Türk yazardır. 1950 doğumlu olan Yarçel, hikayeleri ve romanlarıyla tanınır. Eserlerinde, insan ilişkileri ve toplumsal yapıları derinlemesine inceler.",1950-06-15,
1822,Yılmaz Gençer,"Yılmaz Gençer, Türk yazardır. 1960 doğumlu olan Gençer, edebiyat kariyerine özellikle şiirle başlamıştır ve daha sonra roman ve deneme yazarı olarak tanınmıştır. Eserlerinde bireysel varoluş ve insanın içsel dünyası üzerine yoğunlaşır.",1960-12-05,
1823,Payan Çizioğlu,"Payan Çizioğlu, Türk yazardır. 1988 doğumlu olan Çizioğlu, sosyal sorunlar ve bireysel dramalar üzerine yazdığı hikayeleriyle tanınır. Eserlerinde toplumsal eşitsizlikler ve bireysel mücadelenin izlerini takip eder.",1988-10-03,
1824,Annie Vivanti,"Annie Vivanti, İtalyan yazardır. 1866 doğumlu olan Vivanti, özellikle kadın hakları ve toplumsal eşitsizlik üzerine yazdığı romanlarla tanınır. Eserlerinde genellikle aşk, özgürlük ve toplumun baskıları üzerine temalar işler.",1866-12-21,1954-05-07
1825,Mustafa Yoker,"Mustafa Yoker, Türk yazardır. 1972 doğumlu olan Yoker, modern Türk edebiyatının önemli yazarlarından biridir. Eserlerinde toplumun çelişkileri, bireysel varoluş ve insan hakları gibi derin konulara değinir.",1972-09-17,
1826,Heidi Betts,"Heidi Betts, Amerikalı yazardır. Romantik ve fantastik kurgu türlerinde eserler vermektedir. Genellikle aşk, gizem ve fantastik öğelerle harmanlanmış hikayeler kaleme alır.",1972-01-15,
1827,Charles Dickens,"Charles Dickens, İngiliz yazardır. 1812 doğumlu olan Dickens, Viktorya dönemi İngiltere'sinin toplumsal yapısını ve sınıf ayrımlarını eserlerinde derinlemesine işlemiştir. En bilinen eserleri arasında ""Oliver Twist"" ve ""A Christmas Carol"" bulunmaktadır.",1812-02-07,1870-06-09
1828,Clara Janes,"Clara Janes, İspanyol şair ve yazardır. Modern şiir alanında önemli bir isimdir ve şiirlerinde aşk, doğa ve insan psikolojisi gibi temaları işler.",1955-03-22,
1829,Ezra Ergün,"Ezra Ergün, Türk yazardır. 1980 doğumlu olan Ergün, kısa hikaye ve deneme yazılarıyla tanınır. Eserlerinde bireysel özgürlükler, toplumsal eleştiriler ve psikolojik çözümlemeler yer alır.",1980-07-04,
1830,Mustafa Çevikdoğan,"Mustafa Çevikdoğan, Türk yazardır. 1955 doğumlu olan Çevikdoğan, edebiyat hayatına şiirle başlamış ve daha sonra denemeleriyle tanınmıştır. Eserlerinde toplumsal sorunlar ve insan hakları üzerine derinlemesine analizler yapar.",1955-08-10,
1831,Alexandra Cavelius,"Alexandra Cavelius, Alman yazardır. Modern edebiyat ve felsefi metinler üzerine yazdığı eserleriyle tanınır. Kavramsal derinlik ve insan ruhunun karanlık yanlarını işleyen bir yazım tarzına sahiptir.",1975-04-12,
1832,Deniz Karakurt,"Deniz Karakurt, Türk yazardır. 1990 doğumlu olan Karakurt, genç yaşta edebiyat dünyasına adım atmıştır. Eserlerinde, bireysel kimlik ve toplumsal kimlik arasındaki çatışmalara odaklanır.",1990-11-09,
1833,Mehmet Atılgan,"Mehmet Atılgan, Türk yazardır. 1965 doğumlu olan Atılgan, genellikle toplumsal sorunları ve insan hakları temalarını işleyen romanlarıyla tanınır. Eserlerinde sert toplumsal eleştiriler bulunmaktadır.",1965-02-14,
1834,Katie Heaney,"Katie Heaney, Amerikalı yazardır. Mizahi ve duygusal kitaplarıyla bilinir. Kişisel anekdotlar, aşk ve gençlik üzerine yazdığı romanları popülerdir.",1987-06-20,
1835,Özlem Çorapçı Aydemir,"Özlem Çorapçı Aydemir, Türk yazardır. Edebiyat kariyerine özellikle öyküyle başlamış ve daha sonra romanlarıyla tanınmıştır. Eserlerinde kadın hakları ve toplumsal eşitsizlikler gibi temalar işler.",1985-09-02,
1836,Jim Carrey,"Jim Carrey, Kanadalı aktör, yazar ve komedyendir. Ayrıca yazarlık alanında da eserler vermiştir. Mizahi kitapları ve özgün kişisel yazıları ile tanınır.",1962-01-17,
1837,Menekşe Toprak,"Menekşe Toprak, Türk yazardır. 1982 doğumlu olan Toprak, şiir, deneme ve öykü alanlarında eserler vermektedir. Eserlerinde insanın içsel yolculuğu ve toplumsal konuları işler.",1982-03-28,
1838,Halil Yılmaz,"Halil Yılmaz, Türk yazardır. 1970 doğumlu olan Yılmaz, şiirleriyle tanınır. Şiirlerinde insan doğası, toplumsal eleştiriler ve varoluşsal sorulara yer verir.",1970-05-16,
1839,Şeref Atak,"Şeref Atak, Türk yazardır. 1960 doğumlu olan Atak, öykü ve roman yazarıdır. Eserlerinde bireysel trajediler ve toplumsal değişimler üzerine derinlemesine analizler yapar.",1960-11-01,
1840,Alice Hoffman,"Alice Hoffman, Amerikalı yazardır. 1952 doğumlu olan Hoffman, büyülü gerçekçilik türünde eserler verir. Eserlerinde kadın karakterlerin güçlenmesi, doğa ve insan ilişkileri üzerine odaklanır.",1952-03-16,
1841,Amanda Coplin,"Amanda Coplin, Amerikalı yazardır. 1981 doğumlu olan Coplin, ilk romanı ""The Orchard"" ile tanınmıştır. Eserlerinde genellikle doğa, insan ilişkileri ve modern yaşamın zorluklarını işler.",1981-07-01,
1842,Louis Ferdinand Celine,"Louis Ferdinand Celine, Fransız yazardır. 1894 doğumlu olan Celine, modern Fransız edebiyatının önemli figürlerinden biridir. Eserlerinde toplumsal eleştiriler ve varoluşsal yalnızlık gibi temalar işlenir.",1894-05-27,1961-07-01
1843,Nilüfer Açıkalın,"Nilüfer Açıkalın, Türk yazardır. Edebiyat kariyerine özellikle şiirle başlamış, ardından roman ve deneme yazılarıyla tanınmıştır. Eserlerinde bireysel duygular ve toplumsal eleştiriler yer alır.",1970-04-18,
1844,Michael J. Sullivan,"Michael J. Sullivan, Amerikalı yazardır. Fantastik kurgu türünde eserler vermektedir. En bilinen eserleri arasında ""Riyria"" serisi yer almaktadır.",1961-07-14,
1845,Ogün Karabayır,"Ogün Karabayır, Türk yazardır. 1985 doğumlu olan Karabayır, genç yaşta edebiyat dünyasına adım atmıştır. Eserlerinde genellikle toplumsal eleştiriler ve psikolojik çözümlemeler yer alır.",1985-03-10,
1846,Tarkan Barlas,"Tarkan Barlas, Türk yazardır. 1975 doğumlu olan Barlas, modern Türk edebiyatında önemli bir yer edinmiş, özellikle bireysel ve toplumsal temaları işleyen eserleriyle tanınmıştır.",1975-09-22,
1847,Pascal Quignard,"Pascal Quignard, Fransız yazardır. 1948 doğumlu olan Quignard, felsefi metinler, denemeler ve romanlarıyla tanınır. Eserlerinde genellikle bireyin içsel dünyası ve insanlığın evrensel sorunları üzerine derinlemesine analizler yapılır.",1948-12-23,
1848,Uğur Aybatan,"Uğur Aybatan, Türk yazardır. 1980 doğumlu olan Aybatan, kısa öyküleri ve denemeleriyle tanınır. Eserlerinde genellikle toplumsal sorunlar ve bireysel trajediler ön plana çıkar.",1980-01-17,
1849,Helen Bryan,"Helen Bryan, Amerikalı yazardır. Tarihi romanlarıyla tanınır. Eserlerinde genellikle kadınların savaş ve toplumsal değişim süreçlerindeki rollerini işler.",1950-08-12,
1850,Ogün Özkan,"Ogün Özkan, Türk yazardır. Özkan, kısa hikayeleri ve denemeleriyle tanınır. Eserlerinde genellikle insan ilişkileri ve içsel çatışmalar üzerine derinlemesine incelemeler yapılır.",1978-05-30,
1851,İnci Aydın,"İnci Aydın, Türk yazardır. 1965 doğumlu olan Aydın, şiir ve roman yazarıdır. Eserlerinde genellikle aşk, insan ilişkileri ve toplumsal yapılar üzerine odaklanır.",1965-02-14,
1852,J. M. Barlog,"J. M. Barlog, Amerikalı yazardır. Fantastik kurgu türünde eserler vermektedir. Eserlerinde mitoloji ve felsefi temaları bir araya getirir.",1970-01-23,
1853,Curzio Malaparte,"Curzio Malaparte, İtalyan yazardır. 1898 doğumlu olan Malaparte, savaşın ve insanın karanlık yüzünü ele aldığı eserleriyle tanınır. En bilinen eserleri arasında ""Kaput"" bulunmaktadır.",1898-06-09,1957-07-19
1854,Alexandra Ripley,"Alexandra Ripley, Amerikalı yazardır. Ripley, özellikle tarihsel romanlarıyla tanınır. En bilinen eseri ""Scarlett"", ""Gone with the Wind"" romanının devamı olarak yayımlanmıştır.",1934-03-08,2004-01-10
1855,Michel Houellebecq,"Michel Houellebecq, Fransız yazardır. 1956 doğumlu olan Houellebecq, modern toplumun yabancılaşmasını ve bireysel yalnızlığı işleyen eserleriyle tanınır. En bilinen eserleri arasında ""Atomised"" ve ""Submission"" yer alır.",1956-02-26,
1856,Heinrich Von Kleist,"Heinrich Von Kleist, Alman yazardır. 1777 doğumlu olan Kleist, dramatik yapıları ve trajik kahramanlarıyla tanınır. Eserlerinde genellikle insan doğasının karmaşıklığına dair derinlemesine keşifler bulunur.",1777-10-18,1811-11-21
1857,Douglas Coupland,"Douglas Coupland, Kanadalı yazardır. 1961 doğumlu olan Coupland, özellikle postmodernizmi işleyen eserleriyle tanınır. En bilinen eseri ""Generation X""tir.",1961-12-30,
1858,Ercan Aktaş,"Ercan Aktaş, Türk yazardır. Genç yaşta edebiyat dünyasına adım atmış, kısa öyküleri ve denemeleriyle tanınır. Eserlerinde genellikle toplumsal sorunlar ve insan ilişkileri üzerine odaklanır.",1983-05-14,
1859,Christoph Ransmayr,"Christoph Ransmayr, Avusturyalı yazardır. 1954 doğumlu olan Ransmayr, özellikle tarihi ve kültürel temalarla ilgilenen romanlarıyla tanınır. En bilinen eseri ""The Last World""tür.",1954-03-15,
1860,Ahmet Oflaz,"Ahmet Oflaz, Türk yazardır. Eserlerinde bireysel dramalar, toplumsal travmalar ve insan psikolojisini işler.",1975-11-15,
1861,R. Ayça Kavraz,"R. Ayça Kavraz, Türk yazardır. 1982 doğumlu olan Kavraz, edebiyat dünyasında kısa öykü ve denemeleriyle tanınır. Eserlerinde genellikle bireysel psikoloji ve toplumsal eleştiriler yer alır.",1982-11-22,
1862,Gary Shteyngart,"Gary Shteyngart, Amerikalı yazardır. 1972 doğumlu olan Shteyngart, özellikle hiciv ve toplumsal eleştirilerle tanınan romanlarıyla ünlüdür. En bilinen eseri ""Super Sad True Love Story""dir.",1972-07-05,
1863,Şavkar Altınel,"Şavkar Altınel, Türk yazardır. 1975 doğumlu olan Altınel, romanları ve denemeleriyle tanınır. Eserlerinde genellikle toplumsal yapıların eleştirisi ve bireysel yaşamın derinlikleri işlenir.",1975-01-30,
1864,Rachel Lynn Solomon,"Rachel Lynn Solomon, Amerikalı yazardır. 1990 doğumlu olan Solomon, genç yetişkin edebiyatı alanında eserler verir. Romantik komedi türünde tanınır.",1990-04-07,
1865,Dino Buzzati,"Dino Buzzati, İtalyan yazardır. 1906 doğumlu olan Buzzati, fantastik edebiyatın önemli isimlerinden biridir. Eserlerinde insanın yalnızlık ve evrensel kayboluş temalarını işler. En bilinen eseri ""The Tartar Steppe""dir.",1906-10-16,1972-01-28
1866,Veli Bayrak,"Veli Bayrak, Türk yazardır. 1987 doğumlu olan Bayrak, özellikle şiir ve kısa öykü alanlarında eserler verir. Eserlerinde bireysel duygular ve toplumsal eleştiriler işlenir.",1987-02-11,
1867,Michel Del Castillo,"Michel Del Castillo, Fransız yazardır. 1933 doğumlu olan Del Castillo, tarihi ve kültürel temalarla tanınır. Eserlerinde özellikle İspanya İç Savaşı ve İkinci Dünya Savaşı gibi önemli dönemeçlere yer verir.",1933-04-18,
1868,H. Esat Yavuztürk,"H. Esat Yavuztürk, Türk yazardır. Yavuztürk, edebiyat dünyasında denemeleri, eleştirileri ve makaleleriyle tanınır. Eserlerinde genellikle toplumsal değişim ve bireysel varoluş üzerine yazılar yazmıştır.",1968-03-12,
1869,Maylis Besserie,"Maylis Besserie, Fransız yazardır. Eserlerinde genellikle tarihsel olaylara ve kültürel izlenimlere yer verir. Besserie, modern Fransız edebiyatının önemli isimlerinden biridir.",1980-08-20,
1870,Elsie Finnimore Buckley,"Elsie Finnimore Buckley, Amerikalı yazardır. 1884 doğumlu olan Buckley, özellikle çocuk kitaplarıyla tanınır. Eserlerinde genellikle eğitici ve öğretici temalar işlenir.",1884-01-16,1962-05-14
1871,Sadık Hidayet,"Sadık Hidayet, İranlı yazardır. 1903 doğumlu olan Hidayet, modern İran edebiyatının en önemli figürlerinden biridir. Eserlerinde genellikle bireysel yalnızlık ve varoluşsal sorunlar ele alınır. En bilinen eseri ""The Blind Owl""dur.",1903-01-17,1951-04-09
1872,Handan Sözbilen,"Handan Sözbilen, Türk yazardır. Sözbilen, özellikle kısa hikaye ve denemeleriyle tanınır. Eserlerinde genellikle bireysel ve toplumsal değişim temalarına odaklanır.",1970-05-23,
1873,Sultan Komut,"Sultan Komut, Türk yazardır. Genç yaşta edebiyat dünyasına adım atmış, özellikle kısa öyküleriyle tanınır. Eserlerinde insan ilişkileri ve toplumsal sorunlar üzerine derinlemesine incelemeler yapar.",1988-12-02,
1874,Henri Beyle Stendhal,"Henri Beyle Stendhal, Fransız yazardır. 1783 doğumlu olan Stendhal, modern Fransız romanının önemli temsilcilerindendir. Eserlerinde genellikle aşk, tutku ve toplumsal eleştiriler öne çıkar. En bilinen eseri ""The Red and the Black""tır.",1783-01-23,1842-03-23
1875,Sakine Bağcı,"Sakine Bağcı, Türk yazardır. 1972 doğumlu olan Bağcı, kısa öyküleri ve denemeleriyle tanınır. Eserlerinde bireysel duygular ve toplumsal eleştiriler yer alır.",1972-06-25,
1876,Yasin Talay,"Yasin Talay, Türk yazardır. 1985 doğumlu olan Talay, özellikle kısa öyküleri ve denemeleriyle tanınır. Eserlerinde genellikle toplumsal sorunlar ve bireysel çatışmalar işlenir.",1985-02-14,
1877,Alwyn Hamilton,"Alwyn Hamilton, İngiliz yazardır. 1984 doğumlu olan Hamilton, özellikle genç yetişkin fantastik edebiyatı alanında eserler vermektedir. En bilinen eseri ""Rebel of the Sands""tir.",1984-05-04,
1878,Tomas Gonzales,"Tomas Gonzales, Şilili yazardır. 1972 doğumlu olan Gonzales, özellikle kısa öyküler ve romanlarıyla tanınır. Eserlerinde genellikle toplumsal eleştiriler ve bireysel mücadeleler işlenir.",1972-08-21,
1879,Dan Brown,"Dan Brown, Amerikalı yazardır. 1964 doğumlu olan Brown, özellikle gerilim ve tarihi konulara dayalı romanlarıyla tanınır. En bilinen eseri ""The Da Vinci Code""dur.",1964-06-22,
1880,Bedi Gümüşlü,"Bedi Gümüşlü, Türk yazardır. Gümüşlü, özellikle modern Türk edebiyatı üzerine yazılar kaleme alır ve genellikle toplumsal değişim ve bireysel özgürlük temalarını işler.",1980-09-15,
1881,Emre İmzalı,"Emre İmzalı, Türk yazardır. 1990 doğumlu olan İmzalı, şiir ve kısa hikayeleriyle tanınır. Eserlerinde genellikle bireysel düşünceler ve toplumsal eleştiriler öne çıkar.",1990-11-08,
1882,James Wood,"James Wood, İngiliz edebiyat eleştirmeni ve yazardır. 1965 doğumlu olan Wood, özellikle edebiyat eleştirisi ve romanlarıyla tanınır. Eserlerinde insan doğası ve bireysel psikolojiye dair derinlemesine analizler bulunur.",1965-11-13,
1883,Paul Nizan,"Paul Nizan, Fransız yazardır. 1905 doğumlu olan Nizan, özellikle felsefi ve toplumsal eleştirilerle tanınır. Eserlerinde genellikle insan özgürlüğü ve toplumsal adalet temalarını işler.",1905-02-23,1940-05-23
1884,Hüseyin Rahmi Gürpınar,"Hüseyin Rahmi Gürpınar, Türk yazardır. 1864 doğumlu olan Gürpınar, Osmanlı İmparatorluğu ve erken Cumhuriyet döneminin toplumsal yapısını eserlerine yansıtan önemli bir yazardır.",1864-08-20,1944-03-08
1885,Can Dündar,"Can Dündar, Türk gazeteci, yazar ve belgesel yapımcısıdır. 1961 doğumlu olan Dündar, özellikle toplumsal olaylar ve insan hakları üzerine yazdığı eserlerle tanınır.",1961-06-01,
1886,Osman Zahid Yıldız,"Osman Zahid Yıldız, Türk yazardır. Yıldız, özellikle toplumsal değişim ve bireysel yaşantılar üzerine yazdığı kısa öyküleriyle tanınır.",1978-03-10,
1887,Mehmet Akif Alkaya,"Mehmet Akif Alkaya, Türk yazardır. 1985 doğumlu olan Alkaya, romanları ve şiirleriyle tanınır. Eserlerinde genellikle bireysel varoluş ve toplumsal eleştiriler öne çıkar.",1985-01-21,
1888,Karin Tidbeck,"Karin Tidbeck, İsveçli yazardır. 1977 doğumlu olan Tidbeck, özellikle fantastik ve bilim kurgu türlerinde eserler verir. En bilinen eseri ""Jagannath""tır.",1977-02-28,
